"","stA","MLST","frequency"
"1049896","3","13638",1
"1049991","3","13639",1
"1050086","3","13640",1
"1050181","3","13641",1
"1050276","3","13642",1
"1050371","3","13643",1
"1050431","14","13649",1
"1050538","19A","13650",1
"1050633","19A","13651",1
"1050731","19F","13652",1
"1050826","19F","13653",1
"1050921","19F","13654",1
"1051016","19F","13655",1
"1051111","19F","13656",1
"1051191","14","13658",1
"1051286","14","13659",1
"1051381","14","13660",1
"1051476","14","13661",1
"1051571","14","13662",1
"1051666","14","13663",1
"1051761","14","13664",1
"1051856","14","13665",1
"1051951","14","13667",1
"1052113","6B","13669",1
"1052131","11A","13670",1
"1052251","19F","13671",1
"1052346","19F","13672",1
"1052441","19F","13673",1
"1052533","19A","13674",1
"1052631","19F","13675",1
"1052726","19F","13676",1
"1052821","19F","13677",1
"1052913","19A","13678",1
"1053011","19F","13679",1
"1053106","19F","13680",1
"1053201","19F","13682",1
"1053293","19A","13683",1
"1053391","19F","13684",1
"1053461","11A","13685",1
"1053581","19F","13686",1
"1053661","14","13687",1
"1053756","14","13688",1
"1053897","35B","13689",1
"1053961","19F","13690",1
"1054039","12F","13693",1
"1054134","12F","13694",1
"1054255","23B","13695",1
"1054351","23F","13696",1
"1054445","23B","13697",1
"1054540","23B","13698",1
"1054636","23F","13699",1
"1054731","23F","13700",1
"1054813","19A","13701",1
"1054901","16F","13702",1
"1055059","6C/D","13703",1
"1055161","8","13705",1
"1055186","16F","13706",1
"1055298","22F","13707",1
"1055449","9N","13708",1
"1055502","31","13709",1
"1055639","9N","13711",1
"1055676","21","13712",1
"1055775","23B","13713",1
"1055921","8","13714",1
"1055939","12F","13715",1
"1056082","35B","13716",1
"1056143","19A","13717",1
"1056301","8","13718",1
"1056345","23B","13719",1
"1056451","3","13720",1
"1056526","19F","13721",1
"1056628","22F","13722",1
"1056769","6C/D","13724",1
"1056788","11C","13725",1
"1056969","9N","13726",1
"1057001","19F","13727",1
"1057067","10A","13729",1
"1057181","16F","13730",1
"1057286","19F","13732",1
"1057414","35F","13750",1
"1057528","6B","13752",1
"1057609","4","13753",1
"1057652","15A","13754",1
"1057769","23A","13755",1
"1057842","15A","13756",1
"1057941","16F","13757",1
"1058054","23A","13758",1
"1058131","16F","13759",1
"1058296","8","13760",1
"1058394","9N","13761",1
"1058433","22F","13762",1
"1058528","22F","13763",1
"1058669","6C/D","13764",1
"1058771","8","13765",1
"1058798","17F","13766",1
"1058961","8","13767",1
"1058988","17F","13768",1
"1059151","8","13769",1
"1059172","15A","13770",1
"1059267","15A","13771",1
"1059409","35F","13772",1
"1059457","15A","13773",1
"1059573","22F","13774",1
"1059681","3","13775",1
"1059769","24F","13776",1
"1059838","15B/C","13777",1
"1060009","9N","13778",1
"1060041","19F","13779",1
"1060145","23B","13780",1
"1060294","9N","13781",1
"1060301","11A","13783",1
"1060418","19A","13784",1
"1060502","15A","13785",1
"1060618","22F","13786",1
"1060769","9N","13787",1
"1060798","19A","13788",1
"1060949","6C/D","13789",1
"1061044","6C/D","13790",1
"1061076","16F","13791",1
"1061201","3","13793",1
"1061284","23A","13794",1
"1061399","33F","13796",1
"1061495","34","13797",1
"1061570","23B","13798",1
"1061661","21","13799",1
"1061779","33F","13802",1
"1061877","35B","13803",1
"1061961","3","13804",1
"1062046","23F","13805",1
"1062121","16F","13811",1
"1062212","15A","13812",1
"1062226","19F","13812",1
"1062384","9N","13813",1
"1062476","8","13814",1
"1062531","3","13815",1
"1062606","19F","13816",1
"1062714","24F","13818",1
"1062807","24A","13820",1
"1062904","24F","13821",1
"1063015","34","13822",1
"1063101","3","13823",1
"1063173","19A","13824",1
"1063246","11A","13825",1
"1063430","9V","13826",1
"1063446","14","13827",1
"1063609","6C/D","13828",1
"1063651","19F","13829",1
"1063799","6C/D","13830",1
"1063841","19F","13831",1
"1063988","6B","13832",1
"1064082","6A","13833",1
"1064136","23F","13834",1
"1064216","18C","13835",1
"1064354","4","13836",1
"1064408","19A","13837",1
"1064491","14","13838",1
"1064653","6B","13839",1
"1064706","23F","13840",1
"1064788","19A","13841",1
"1064871","14","13843",1
"1064966","14","13844",1
"1065114","4","13846",1
"1065223","6B","13847",1
"1065256","16F","13848",1
"1065366","21","13849",1
"1065446","16F","13850",1
"1065544","18A","13851",1
"1065675","34","13852",1
"1065739","19B","13853",1
"1065871","37","13854",1
"1065929","19B","13855",1
"1066046","3","13856",1
"1066121","19F","13857",1
"1066206","16F","13858",1
"1066298","15B/C","13859",1
"1066406","19F","13863",1
"1066501","19F","13864",1
"1066596","19F","13865",1
"1066743","6B","13866",1
"1066776","16F","13867",1
"1066913","35C","13868",1
"1066963","15B/C","13869",1
"1067122","6A","13870",1
"1067141","11A","13871",1
"1067313","6B","13872",1
"1067364","23A","13873",1
"1067459","23A","13874",1
"1067533","15B/C","13875",1
"1067660","29","13876",1
"1067749","24F","13877",1
"1067817","15A","13878",1
"1067955","34","13879",1
"1068031","23F","13880",1
"1068147","35B","13881",1
"1068221","23F","13882",1
"1068358","6B","13883",1
"1068453","6B","13884",1
"1068481","14","13885",1
"1068577","15A","13886",1
"1068686","19F","13887",1
"1068805","33A","13888",1
"1068900","33A","13889",1
"1069023","6B","13890",1
"1069128","9L","13891",1
"1069171","23F","13892",1
"1069274","28F","13893",1
"1069337","15A","13894",1
"1069497","6A","13895",1
"1069554","24F","13896",1
"1069699","9N","13897",1
"1069702","10A","13898",1
"1069802","11B","13899",1
"1069911","16F","13900",1
"1070067","6A","13901",1
"1070162","6A","13902",1
"1070178","10B","13903",1
"1070330","34","13904",1
"1070448","6B","13905",1
"1070504","24F","13906",1
"1070615","34","13907",1
"1070690","23B","13908",1
"1070776","19F","13909",1
"1070881","23F","13910",1
"1070966","19F","13911",1
"1071125","9V","13912",1
"1071216","8","13914",1
"1071303","6B","13915",1
"1071356","23F","13916",1
"1071412","10A","13917",1
"1071528","17F","13918",1
"1071628","19A","13919",1
"1071697","10A","13920",1
"1071885","9V","13921",1
"1071967","6A","13922",1
"1071981","1","13923",1
"1072139","35F","13924",1
"1072201","19F","13925",1
"1072360","9V","13929",1
"1072362","10A","13930",1
"1072471","14","13931",1
"1072566","14","13932",1
"1072661","14","13933",1
"1072768","19A","13934",1
"1072902","38","13935",1
"1072961","19F","13936",1
"1073120","9V","13937",1
"1073189","4","13938",1
"1073246","19F","13940",1
"1073379","4","13941",1
"1073488","6B","13942",1
"1073531","19F","13943",1
"1073664","4","13944",1
"1073757","38","13945",1
"1073806","16F","13946",1
"1073939","33F","13947",1
"1074006","19F","13948",1
"1074091","16F","13949",1
"1074179","12F","13950",1
"1074320","34","13951",1
"1074372","15A","13952",1
"1074452","10A","13953",1
"1074614","4","13954",1
"1074657","15A","13956",1
"1074829","9N","13957",1
"1074869","23A","13958",1
"1074927","10A","13960",1
"1075103","6B","13961",1
"1075209","9N","13964",1
"1075294","6C/D","13965",1
"1075326","16F","13968",1
"1075428","19A","13969",1
"1075534","23A","13970",1
"1075673","6B","13971",1
"1075721","21","13972",1
"1075862","6A","13973",1
"1075906","19F","13974",1
"1076032","35B","13975",1
"1076082","15A","13976",1
"1076188","19A","13977",1
"1076278","17F","13978",1
"1076371","16F","13979",1
"1076468","17F","13980",1
"1076542","10A","13981",1
"1076686","3","13982",1
"1076758","19A","13983",1
"1076848","17F","13984",1
"1076979","33F","13985",1
"1077054","23A","13986",1
"1077146","21","13988",1
"1077223","15B/C","13989",1
"1077341","23F","13991",1
"1077418","17F","13992",1
"1077530","23B","13993",1
"1077625","23B","13994",1
"1077719","23A","13995",1
"1077839","35F","13996",1
"1077891","16F","13997",1
"1077988","17F","13998",1
"1078066","11A","13999",1
"1078183","19A","14000",1
"1078312","35B","14001",1
"1078385","23B","14003",1
"1078461","16F","14004",1
"1078558","17F","14005",1
"1078670","23B","14006",1
"1078763","22F","14007",1
"1078858","22F","14008",1
"1078953","22F","14009",1
"1079072","35B","14011",1
"1079189","6C/D","14012",1
"1079239","23A","14013",1
"1079384","7B/C","14014",1
"1079418","19A","14015",1
"1079524","23A","14016",1
"1079601","16F","14017",1
"1079693","15B/C","14018",1
"1079809","23A","14019",1
"1079905","23B","14020",1
"1079962","10A","14021",1
"1080149","9N","14022",1
"1080190","23B","14023",1
"1080266","16F","14024",1
"1080361","16F","14025",1
"1080525","7F","14026",1
"1080596","37","14027",1
"1080709","6C/D","14028",1
"1080804","6C/D","14029",1
"1080821","11A","14030",1
"1080972","35B","14031",1
"1081028","17F","14032",1
"1081128","19A","14033",1
"1081284","7B/C","14034",1
"1081296","11A","14035",1
"1081474","7B/C","14037",1
"1081549","4","14038",1
"1081664","7B/C","14039",1
"1081729","33F","14040",1
"1081825","34","14041",1
"1081883","17F","14042",1
"1082038","6B","14043",1
"1082081","19F","14044",1
"1082229","6C/D","14045",1
"1082257","15A","14046",1
"1082373","22F","14047",1
"1082458","19A","14048",1
"1082556","19F","14049",1
"1082637","15A","14051",1
"1082809","9N","14052",1
"1082903","9L","14053",1
"1082944","23A","14054",1
"1083089","7B/C","14055",1
"1083097","10A","14056",1
"1083273","6B","14057",1
"1083352","38","14058",1
"1083382","10A","14059",1
"1083506","19F","14060",1
"1083664","9N","14061",1
"1083701","21","14062",1
"1083849","7B/C","14063",1
"1083914","33F","14064",1
"1084001","3","14065",1
"1084104","33F","14066",1
"1084200","34","14067",1
"1084294","33F","14068",1
"1084351","16F","14069",1
"1084446","16F","14070",1
"1084541","16F","14071",1
"1084666","3","14072",1
"1084799","7B/C","14073",1
"1084865","34","14074",1
"1084990","7F","14075",1
"1085016","16F","14076",1
"1085131","23F","14077",1
"1085201","14","14078",1
"1085296","14","14079",1
"1085437","35B","14080",1
"1085511","23F","14081",1
"1085649","6C/D","14082",1
"1085744","6C/D","14083",1
"1085796","23F","14084",1
"1085935","6E","14085",1
"1085996","3","14086",1
"1086063","17F","14087",1
"1086166","19F","14088",1
"1086279","28F","14089",1
"1086353","19A","14092",1
"1086448","19A","14093",1
"1086546","19F","14095",1
"1086556","23F","14095",1
"1086643","2","14097",1
"1086746","23F","14098",1
"1086841","23F","14099",1
"1086951","33B","14100",1
"1087029","23A","14101",1
"1087126","23F","14102",1
"1087221","23F","14103",1
"1087306","19F","14104",1
"1087419","28F","14105",1
"1087516","3","14106",1
"1087591","19F","14107",1
"1087739","6C/D","14108",1
"1087811","35A","14109",1
"1087886","23F","14110",1
"1088033","9L","14111",1
"1088086","3","14112",1
"1088159","19B","14113",1
"1088313","7A","14114",1
"1088348","19A","14115",1
"1088452","22A","14116",1
"1088548","22F","14117",1
"1088694","7B/C","14118",1
"1088785","6E","14119",1
"1088816","16F","14120",1
"1088928","22F","14121",1
"1089025","23B","14122",1
"1089103","17F","14123",1
"1089259","6C/D","14124",1
"1089355","6E","14125",1
"1089382","15A","14126",1
"1089542","6A","14127",1
"1089637","6A","14128",1
"1089732","6A","14129",1
"1089812","38","14130",1
"1089871","19F","14131",1
"1089996","35A","14132",1
"1090081","3","14133",1
"1090176","3","14134",1
"1090238","15B/C","14135",1
"1090384","4","14136",1
"1090429","15F","14137",1
"1090506","1","14139",1
"1090619","15F","14140",1
"1090734","23A","14141",1
"1090881","8","14142",1
"1090973","7A","14143",1
"1090998","15B/C","14144",1
"1091160","6E","14145",1
"1091198","19A","14146",1
"1091279","12F","14147",1
"1091422","35B","14148",1
"1091496","23F","14149",1
"1091589","23A","14150",1
"1091660","13","14151",1
"1091831","8","14152",1
"1091866","19F","14153",1
"1091941","11F","14154",1
"1092056","19F","14155",1
"1092201","5","14156",1
"1092240","18B","14157",1
"1092335","18B","14158",1
"1092454","28F","14159",1
"1092545","25A","14160",1
"1092675","48","14161",1
"1092755","36","14162",1
"1092869","6C/D","14163",1
"1092932","31","14164",1
"1093066","8","14165",1
"1093161","8","14166",1
"1093193","19A","14167",1
"1093262","10A","14168",1
"1093414","33F","14169",1
"1093544","9N","14170",1
"1093628","6B","14171",1
"1093657","15A","14172",1
"1093751","14","14173",1
"1093847","15A","14174",1
"1093943","15B/C","14175",1
"1094046","18C","14176",1
"1094159","24F","14178",1
"1094272","35B","14179",1
"1094389","6C/D","14180",1
"1094428","19A","14181",1
"1094510","13","14182",1
"1094654","35F","14183",1
"1094729","24F","14184",1
"1094820","23B","14185",1
"1094959","6C/D","14186",1
"1095061","8","14187",1
"1095156","8","14188",1
"1095177","15A","14189",1
"1095346","8","14190",1
"1095364","12F","14191",1
"1095507","35B","14192",1
"1095631","8","14193",1
"1095673","22F","14194",1
"1095736","11A","14196",1
"1095885","34","14197",1
"1095971","3","14198",1
"1096079","35F","14199",1
"1096172","35B","14200",1
"1096243","22F","14201",1
"1096384","6C/D","14202",1
"1096435","23B","14203",1
"1096581","8","14204",1
"1096623","22F","14205",1
"1096724","24F","14206",1
"1096834","33F","14207",1
"1096910","23B","14208",1
"1097016","3","14209",1
"1097151","8","14210",1
"1097246","8","14211",1
"1097288","22F","14212",1
"1097385","23B","14213",1
"1097479","23A","14215",1
"1097575","23B","14238",1
"1097681","3","14239",1
"1097753","19A","14240",1
"1097851","19F","14241",1
"1097917","10A","14242",1
"1098041","19F","14243",1
"1098196","8","14245",1
"1098269","4","14246",1
"1098346","3","14247",1
"1098406","14","14248",1
"1098567","6A","14249",1
"1098662","6A","14250",1
"1098703","19A","14251",1
"1098793","17F","14252",1
"1098916","3","14253",1
"1098988","19A","14254",1
"1099139","6C/D","14255",1
"1099201","3","14256",1
"1099296","3","14257",1
"1099391","3","14258",1
"1099466","19F","14259",1
"1099558","19A","14260",1
"1099656","19F","14261",1
"1099737","15A","14262",1
"1099846","19F","14263",1
"1099951","23F","14264",1
"1100033","19A","14265",1
"1100116","14","14266",1
"1100233","22F","14267",1
"1100375","6E","14268",1
"1100470","6E","14269",1
"1100536","33B","14271",1
"1100613","22F","14272",1
"1100761","8","14273",1
"1100796","19F","14274",1
"1100885","18B","14275",1
"1100969","12F","14276",1
"1101091","23F","14277",1
"1101205","34","14278",1
"1101271","19F","14279",1
"1101376","23F","14280",1
"1101471","23F","14281",1
"1101549","18A","14282",1
"1101671","3","14283",1
"1101764","28F","14284",1
"1101826","14","14286",1
"1101956","3","14287",1
"1102031","19F","14290",1
"1102123","19A","14291",1
"1102273","6B","14292",1
"1102302","15A","14293",1
"1102411","19F","14294",1
"1102506","19F","14295",1
"1102652","6A","14296",1
"1102682","15A","14297",1
"1102777","15A","14298",1
"1102872","15A","14299",1
"1103034","6C/D","14300",1
"1103134","7B/C","14301",1
"1103158","15B/C","14302",1
"1103287","31","14303",1
"1103368","22F","14304",1
"1103448","17F","14305",1
"1103522","10A","14306",1
"1103621","11A","14307",1
"1103728","15B/C","14310",1
"1103822","15A","14311",1
"1103916","14","14312",1
"1104011","14","14313",1
"1104106","14","14314",1
"1104201","14","14315",1
"1104371","8","14316",1
"1104444","4","14317",1
"1104471","1","14318",1
"1104629","35F","14319",1
"1104751","8","14320",1
"1104804","28F","14321",1
"1104901","3","14322",1
"1104996","3","14323",1
"1105124","6C/D","14324",1
"1105156","16F","14325",1
"1105314","6C/D","14326",1
"1105409","6C/D","14327",1
"1105480","34","14328",1
"1105543","19A","14329",1
"1105633","17F","14330",1
"1105723","15B/C","14331",1
"1105884","6C/D","14332",1
"1105979","6C/D","14333",1
"1106030","23B","14334",1
"1106180","9V","14335",1
"1106208","19A","14336",1
"1106292","15A","14337",1
"1106454","6C/D","14338",1
"1106556","8","14339",1
"1106622","35B","14342",1
"1106714","33F","14343",1
"1106832","6A","14344",1
"1106895","29","14345",1
"1106968","19A","14346",1
"1107079","24F","14347",1
"1107171","23F","14348",1
"1107253","19A","14349",1
"1107380","34","14350",1
"1107456","23F","14351",1
"1107516","11A","14354",1
"1107636","19F","14357",1
"1107731","19F","14358",1
"1107813","15B/C","14359",1
"1107896","11A","14360",1
"1108006","16F","14361",1
"1108142","35B","14362",1
"1108269","9N","14363",1
"1108272","10A","14364",1
"1108393","19A","14366",1
"1108477","15A","14367",1
"1108619","35F","14369",1
"1108679","19B","14370",1
"1108761","14","14371",1
"1108871","19F","14372",1
"1109011","45","14373",1
"1109093","35C","14374",1
"1109185","34","14375",1
"1109285","36","14376",1
"1109392","46","14377",1
"1109417","11B","14378",1
"1109523","15B/C","14379",1
"1109622","17A","14380",1
"1109733","22F","14381",1
"1109851","35A","14382",1
"1109913","19A","14383",1
"1109995","13","14384",1
"1110091","14","14386",1
"1110186","14","14387",1
"1110296","19F","14388",1
"1110388","19A","14389",1
"1110483","19A","14390",1
"1110578","19A","14391",1
"1110673","19A","14392",1
"1110742","10A","14393",1
"1110926","8","14394",1
"1110933","10B","14395",1
"1111109","6C/D","14396",1
"1111172","31","14397",1
"1111266","3","14398",1
"1111338","19A","14399",1
"1111422","15A","14400",1
"1111569","4","14401",1
"1111623","19A","14402",1
"1111780","7F","14403",1
"1111802","15A","14404",1
